,conversation id,turn,score distilbert,score roberta
0,0,0,"(0.9786981642246246, 0.001119852066040039)","(0.9715228425004222, 0.03368032156076022)"
1,0,1,"(0.01720091700553894, 0.001342087984085083)","(0.03930796981943289, 0.017503004343968277)"
2,0,2,"(0.9822490215301514, 0.0006461143493652344)","(0.978036586715169, 0.004940539827428963)"
3,0,3,"(0.9765672981739044, 0.0005665421485900879)","(0.9661354864985876, 0.0051279892819948115)"
4,0,4,"(0.979564368724823, 0.0007194578647613525)","(0.9784080300681833, 0.006495989329044586)"
5,0,5,"(0.9751657247543335, 0.0005288422107696533)","(0.9583761918030028, 0.005415769398345203)"
6,0,6,"(0.9767002165317535, 0.0010232329368591309)","(0.9217715709200215, 0.005078251467558436)"
7,0,7,"(0.9273183643817902, 0.7771837711334229)","(0.9036620060217957, 0.7668459122145834)"
8,0,8,"(0.9738168120384216, 0.9728211164474487)","(0.9422024399025591, 0.9118235279244443)"
9,0,9,"(0.9771668910980225, 0.9443510174751282)","(0.9577292809034478, 0.85083899624315)"
10,1,0,"(0.9810606241226196, 0.0006481409072875977)","(0.9795217922107522, 0.006410302181252671)"
11,1,1,"(0.9763458073139191, 0.9343248009681702)","(0.9591404110342099, 0.6440689831147455)"
12,1,2,"(0.9771251380443573, 0.011533677577972412)","(0.8763198389649391, 0.17274033432132962)"
13,1,3,"(0.9771251380443573, 0.9592820405960083)","(0.8763198389649391, 0.888234449131221)"
14,1,4,"(0.9807254374027252, 0.001152127981185913)","(0.9762769515257228, 0.005367657739279326)"
15,1,5,"(0.9744605123996735, 0.0014415979385375977)","(0.9691916562152186, 0.18269948995045426)"
16,1,6,"(0.9762320816516876, 0.0005848705768585205)","(0.9637783461321933, 0.005483394585196621)"
17,1,7,"(0.9820664525032043, 0.9732864797115326)","(0.98117998551751, 0.9394118642626196)"
18,1,8,"(0.979021281003952, 0.0011996328830718994)","(0.9796153651713885, 0.005486443036545309)"
19,1,9,"(0.9813571274280548, 0.02108144760131836)","(0.9782669242078098, 0.032249995849220586)"
20,2,0,"(0.9812037348747253, 0.19356179237365723)","(0.9696823172679668, 0.918650705273048)"
21,2,1,"(0.9793916046619415, 0.8907595872879028)","(0.9781226568154424, 0.8218117688178038)"
22,2,2,"(0.9795863032341003, 0.938727468252182)","(0.9703689126356249, 0.5016741932199499)"
23,2,3,"(0.9813312292098999, 0.9089208543300629)","(0.9782365302521432, 0.8883359241870663)"
24,2,4,"(0.9834280610084534, 0.23467719554901123)","(0.9779055573389757, 0.4504002300986192)"
25,2,5,"(0.9801707565784454, 0.0008487701416015625)","(0.9783829982384588, 0.005123770315297653)"
26,2,6,"(0.9803779125213623, 0.9308559596538544)","(0.9492880475049594, 0.8357127226133179)"
27,2,7,"(0.9784688651561737, 0.9715268015861511)","(0.9614086314065698, 0.9357218748775251)"
28,2,8,"(0.9742793440818787, 0.001337289810180664)","(0.13614988532030664, 0.010688300800831208)"
29,2,9,"(0.9756843149662018, 0.0007192790508270264)","(0.9370307265084028, 0.0053540525549564694)"
30,3,0,"(0.9713023602962494, 0.07560619711875916)","(0.8418474718711901, 0.165728437452381)"
31,3,1,"(0.9806049168109894, 0.0022118091583251953)","(0.9567558733943173, 0.00541777059178768)"
32,3,2,"(0.9808383584022522, 0.00044846534729003906)","(0.9779557425480502, 0.00542960780415714)"
33,3,3,"(0.9706417322158813, 0.0004970729351043701)","(0.9483863803915666, 0.005187330390422806)"
34,3,4,"(0.14535248279571533, 0.0007790625095367432)","(0.9630802028959436, 0.32695020247804035)"
35,3,5,"(0.1500285267829895, 0.000747382640838623)","(0.7669928600558281, 0.005299232428553811)"
36,3,6,"(0.9800311625003815, 0.0006823241710662842)","(0.9661239944669291, 0.014688740390468214)"
37,3,7,"(0.9747357964515686, 0.0011514127254486084)","(0.9761205748984317, 0.005187955440844846)"
38,3,8,"(0.9828447699546814, 0.0007202327251434326)","(0.9782233137911676, 0.005389263460699093)"
39,3,9,"(0.9628908038139343, 0.0004413425922393799)","(0.9343680752665551, 0.005505296502286353)"
40,4,0,"(0.9428364336490631, 0.0021044015884399414)","(0.7320824259105336, 0.06305469019019327)"
41,4,1,"(0.9795932769775391, 0.044511497020721436)","(0.9775247728850734, 0.11566313677175855)"
42,4,2,"(0.9746789932250977, 0.24315544962882996)","(0.9626030552246545, 0.8967184349211514)"
43,4,3,"(0.9769493937492371, 0.0006896853446960449)","(0.9449666473777104, 0.011311337928486572)"
44,4,4,"(0.9769225418567657, 0.7615280151367188)","(0.9711740266093106, 0.9079646096459943)"
45,4,5,"(0.9776335954666138, 0.0004930496215820312)","(0.9728720830686542, 0.005438109279843364)"
46,4,6,"(0.9747925996780396, 0.0024470090866088867)","(0.9446061212834888, 0.051371377276176446)"
47,4,7,"(0.9752665162086487, 0.9148030579090118)","(0.9719748263436696, 0.9334413731963688)"
48,4,8,"(0.9826735854148865, 0.013527631759643555)","(0.9774107516369283, 0.17103999536938322)"
49,4,9,"(0.961274653673172, 0.7657796740531921)","(0.976331192681457, 0.8701929232899878)"
50,5,0,"(0.978821873664856, 0.02950921654701233)","(0.971088275461085, 0.16078420080860092)"
51,5,1,"(0.9761619567871094, 0.004458189010620117)","(0.9569471228140632, 0.0062829794893923775)"
52,5,2,"(0.977667897939682, 0.9816313087940216)","(0.9781048800022268, 0.9771477341395365)"
53,5,3,"(0.9813039898872375, 0.0012944042682647705)","(0.9686288307018385, 0.0053419281737361905)"
54,5,4,"(0.9702718555927277, 0.007368266582489014)","(0.9580796277669933, 0.08243316433319411)"
55,5,5,"(0.9762470126152039, 0.1833726167678833)","(0.9588558403691441, 0.8966658923683495)"
56,5,6,"(0.9769869446754456, 0.0005488395690917969)","(0.9639923549324572, 0.005079116444364026)"
57,5,7,"(0.9825093746185303, 0.9740467965602875)","(0.970508413365474, 0.955496398716086)"
58,5,8,"(0.9805684089660645, 0.9791961312294006)","(0.9683589231831385, 0.9555633241711416)"
59,5,9,"(0.9766064882278442, 0.0031006038188934326)","(0.9795658347436208, 0.00709675423697149)"
60,6,0,"(0.9783490300178528, 0.0005293190479278564)","(0.973417610502527, 0.005340344892947774)"
61,6,1,"(0.9752053022384644, 0.0003815889358520508)","(0.8942697419199322, 0.005995954638894412)"
62,6,2,"(0.9818713366985321, 0.10245963931083679)","(0.9785795174535501, 0.9008808480708937)"
63,6,3,"(0.9816246032714844, 0.0006039440631866455)","(0.9783265766100384, 0.005574242131798208)"
64,6,4,"(0.9795291721820831, 0.219203382730484)","(0.9706432012388707, 0.030042806652740547)"
65,6,5,"(0.9794385135173798, 0.0005774497985839844)","(0.978560133007254, 0.005589339177061855)"
66,6,6,"(0.9763744473457336, 0.9582193195819855)","(0.9658596510095363, 0.838131091615943)"
67,6,7,"(0.9756232500076294, 0.0019697248935699463)","(0.9773480880068103, 0.9807389800731066)"
68,6,8,"(0.981337696313858, 0.0012944042682647705)","(0.9632069166953846, 0.0053419281737361905)"
69,6,9,"(0.9805324673652649, 0.0005676746368408203)","(0.9654238046626771, 0.005791654456327868)"
70,7,0,"(0.9785749316215515, 0.9279763102531433)","(0.9669496455396669, 0.9326570985655107)"
71,7,1,"(0.9822293519973755, 0.9743829071521759)","(0.977929858583232, 0.913391699806969)"
72,7,2,"(0.9810569584369659, 0.9269655346870422)","(0.9790904521755418, 0.24207946959742288)"
73,7,3,"(0.9616166651248932, 0.06744393706321716)","(0.9018126826425472, 0.6611191052249019)"
74,7,4,"(0.9774367213249207, 0.0005823075771331787)","(0.9696463466640659, 0.005342310764394943)"
75,7,5,"(0.9637646675109863, 0.0005817711353302002)","(0.9315483321474359, 0.0053594411951870275)"
76,7,6,"(0.9670659005641937, 0.0010098516941070557)","(0.9601251212780136, 0.005397200386044859)"
77,7,7,"(0.978956937789917, 0.06059062480926514)","(0.9746122997190355, 0.24519425041398607)"
78,7,8,"(0.9687776863574982, 0.004933357238769531)","(0.8384977655706225, 0.12639657425257317)"
79,7,9,"(0.9751554429531097, 0.0008321702480316162)","(0.9752707907894036, 0.0054019071464409835)"
80,8,0,"(0.9660075902938843, 0.002240300178527832)","(0.8846690577777367, 0.022146624033113366)"
81,8,1,"(0.926499754190445, 0.0004849433898925781)","(0.5070154337477172, 0.009260205620263834)"
82,8,2,"(0.9780868887901306, 0.0007317662239074707)","(0.9686755913035393, 0.005314445583740808)"
83,8,3,"(0.9831306338310242, 0.9798859059810638)","(0.9809434365751282, 0.779005337969014)"
84,8,4,"(0.9832892417907715, 0.9768939912319183)","(0.9762831296769034, 0.9726584944228639)"
85,8,5,"(0.9798155128955841, 0.8513554334640503)","(0.9616590782131759, 0.8330383840114752)"
86,8,6,"(0.9810320436954498, 0.00047591328620910645)","(0.9775365503064782, 0.004897653897483706)"
87,8,7,"(0.010215014219284058, 0.963340163230896)","(0.09862385024899574, 0.9267984888878782)"
88,8,8,"(0.9532546997070312, 0.000979006290435791)","(0.928754389688656, 0.010136256472871301)"
89,8,9,"(0.9822169244289398, 0.0018471479415893555)","(0.9787201921672235, 0.1787596406473382)"
90,9,0,"(0.9818648993968964, 0.001120448112487793)","(0.9804181096759369, 0.10476990437987707)"
91,9,1,"(0.9608970284461975, 0.0005364716053009033)","(0.9716169763429291, 0.011772676788662008)"
92,9,2,"(0.9771251380443573, 0.829908162355423)","(0.8763198389649391, 0.8551489187492015)"
93,9,3,"(0.981159895658493, 0.001034557819366455)","(0.7504441376742635, 0.005076052339986869)"
94,9,4,"(0.009467273950576782, 0.0006298720836639404)","(0.26627931823406337, 0.0050918453905394595)"
95,9,5,"(0.9764248728752136, 0.8384360671043396)","(0.9641407999705471, 0.9380159638042197)"
96,9,6,"(0.9816675186157227, 0.0042480528354644775)","(0.9752014131370457, 0.06323819087604161)"
97,9,7,"(0.9766075313091278, 0.0010074973106384277)","(0.9724335204733461, 0.005654187068993645)"
98,9,8,"(0.9724806845188141, 0.12144070863723755)","(0.967101937192126, 0.14613611944875476)"
99,9,9,"(0.9759143888950348, 0.8177227675914764)","(0.9668199011062812, 0.25163147169438116)"
100,10,0,"(0.9762338101863861, 0.0004133284091949463)","(0.9655628412970398, 0.0051780397634552024)"
101,10,1,"(0.9725610017776489, 0.023552685976028442)","(0.973419245308423, 0.02578464800300579)"
102,10,2,"(0.9783694446086884, 0.0015172064304351807)","(0.9762337323903606, 0.008762853790911473)"
103,10,3,"(0.9751830101013184, 0.003908127546310425)","(0.9686407462568474, 0.03734901424810827)"
104,10,4,"(0.023713529109954834, 0.008716076612472534)","(0.011972227396356346, 0.008640153923889173)"
105,10,5,"(0.9385231137275696, 0.00037541985511779785)","(0.7399793069614099, 0.004901820170094693)"
106,10,6,"(0.08329299092292786, 0.000379025936126709)","(0.04734758671581826, 0.00501460063439357)"
107,10,7,"(0.9613072276115417, 0.0008852183818817139)","(0.8872210316380743, 0.005543273162952212)"
108,10,8,"(0.9759349226951599, 0.030128151178359985)","(0.9230865738047888, 0.13172842817987154)"
109,10,9,"(0.9809558093547821, 0.9761686623096466)","(0.9752511580999651, 0.9756127976293149)"
110,11,0,"(0.981906920671463, 0.9119191467761993)","(0.9771369188073725, 0.9305969860620297)"
111,11,1,"(0.982818603515625, 0.9108650088310242)","(0.979058526223328, 0.8232169443221701)"
112,11,2,"(0.9778066277503967, 0.0004838109016418457)","(0.9435377001518387, 0.005493224855612218)"
113,11,3,"(0.9740046858787537, 0.0007094740867614746)","(0.961250050033583, 0.005655109367218465)"
114,11,4,"(0.9786735773086548, 0.00039705634117126465)","(0.9743802414752031, 0.004979889854083093)"
