,conversation id,turn,score distilbert,score roberta
0,0,0,"(0.9779848456382751, 0.9714123904705048)","(0.8827702698493469, 0.2888029930069666)"
1,0,1,"(0.9751264750957489, 0.000647127628326416)","(0.9495701085624717, 0.010452161015161677)"
2,0,2,"(0.970557302236557, 0.000568091869354248)","(0.9741705041707898, 0.004965641398806212)"
3,0,3,"(0.9745888710021973, 0.9720131456851959)","(0.9687481213980272, 0.975182638458449)"
4,0,4,"(0.9751557111740112, 0.02047252655029297)","(0.9711229224988901, 0.1457032990798178)"
5,0,5,"(0.9711561799049377, 0.0004412233829498291)","(0.9156002607057984, 0.00536950882429441)"
6,0,6,"(0.9741194248199463, 0.00040772557258605957)","(0.9402816737068681, 0.005089097155174755)"
7,0,7,"(0.9777635633945465, 0.9587647020816803)","(0.9707164846935902, 0.4179436410209953)"
8,0,8,"(0.9804818034172058, 0.002056628465652466)","(0.9712603295781885, 0.008280622917579267)"
9,0,9,"(0.9753374457359314, 0.9601940214633942)","(0.9654604113264555, 0.3556981341973117)"
10,1,0,"(0.9657343626022339, 0.0007424652576446533)","(0.8845866164236087, 0.0052765589506529815)"
11,1,1,"(0.9832021594047546, 0.0005377233028411865)","(0.9790716569989079, 0.006037704610158416)"
12,1,2,"(0.9818271696567535, 0.8272594213485718)","(0.9786968863507858, 0.9025040046834426)"
13,1,3,"(0.9818441569805145, 0.975870281457901)","(0.9728054873940033, 0.9742891655150677)"
14,1,4,"(0.8384523689746857, 0.05027177929878235)","(0.10790073531387459, 0.1860264607376314)"
15,1,5,"(0.838615208864212, 0.0008778572082519531)","(0.46350586694122997, 0.29167195390028505)"
16,1,6,"(0.22162505984306335, 0.010322868824005127)","(0.9409006408398524, 0.06210149685391016)"
17,1,7,"(0.968884289264679, 0.010249346494674683)","(0.8939856371459511, 0.10168335803706352)"
18,1,8,"(0.9752464294433594, 0.0004980266094207764)","(0.9392024380145239, 0.005797313306620355)"
19,1,9,"(0.9829738736152649, 0.0008865296840667725)","(0.9769711966920723, 0.005137322171022039)"
20,2,0,"(0.9813967645168304, 0.0010454654693603516)","(0.9792353824342064, 0.014530409635745553)"
21,2,1,"(0.9704689383506775, 0.9333514273166656)","(0.8046168726489625, 0.38133781967500796)"
22,2,2,"(0.9764260649681091, 0.001958876848220825)","(0.94931096323008, 0.011427309676229281)"
