,conversation id,turn,score distilbert,score roberta
0,0,0,"(0.9810911417007446, 0.000547945499420166)","(0.9774612522272526, 0.02021329075101937)"
1,0,1,"(0.8305165469646454, 0.02160242199897766)","(0.42411054473535736, 0.12362098527769898)"
2,0,2,"(0.9704589545726776, 0.003282904624938965)","(0.8727668805095, 0.09052001553561476)"
3,0,3,"(0.9775545597076416, 0.0006839931011199951)","(0.9762282941690206, 0.0061138012893445556)"
4,0,4,"(0.9741396307945251, 0.9783475697040558)","(0.9520833429776651, 0.9369497465912456)"
5,0,5,"(0.9809435606002808, 0.0005735158920288086)","(0.9690590315565427, 0.005314354840835644)"
6,0,6,"(0.97723388671875, 0.006147861480712891)","(0.9445855707997752, 0.06882245369947262)"
7,0,7,"(0.9836863279342651, 0.0006823837757110596)","(0.980706869254334, 0.005551203987394873)"
8,0,8,"(0.9796110987663269, 0.0010890364646911621)","(0.9775877947593562, 0.0064066830020104186)"
9,0,9,"(0.9817260503768921, 0.002354145050048828)","(0.979250996528294, 0.005626528868778326)"
10,1,0,"(0.9813531041145325, 0.9760599136352539)","(0.9777398526321792, 0.9546555425641343)"
11,1,1,"(0.9827992916107178, 0.00045299530029296875)","(0.9758054859913485, 0.011346748119753855)"
12,1,2,"(0.9813008010387421, 0.00045478343963623047)","(0.9808094987910873, 0.00604533561476727)"
13,1,3,"(0.9468934834003448, 0.00042873620986938477)","(0.9527781306556439, 0.005015909340771196)"
14,1,4,"(0.03617259860038757, 0.0008532106876373291)","(0.9693661605614368, 0.005501368826146058)"
15,1,5,"(0.18659532070159912, 0.0051261186599731445)","(0.8430786045768247, 0.10140565430853211)"
16,1,6,"(0.9768217206001282, 0.8315675854682922)","(0.8651757409315337, 0.8981885153770753)"
17,1,7,"(0.9808107018470764, 0.0035185515880584717)","(0.9764168408379598, 0.015116168469110403)"
18,1,8,"(0.04520788788795471, 0.000435560941696167)","(0.8866529174473671, 0.005076531587137636)"
19,1,9,"(0.9807847440242767, 0.0006360113620758057)","(0.979503630329341, 0.005498977050294196)"
20,2,0,"(0.9806794822216034, 0.0004183053970336914)","(0.9754722807080384, 0.005239922668451493)"
