,conversation id,turn,score distilbert,score roberta
0,0,0,"(0.9563152194023132, 0.010065943002700806)","(0.9340220313233296, 0.06583217784083013)"
1,0,1,"(0.23817375302314758, 0.0006104409694671631)","(0.9216595600777739, 0.09146096224857457)"
2,0,2,"(0.9730538427829742, 0.0006386339664459229)","(0.9660098533894764, 0.005227279227927061)"
3,0,3,"(0.9733030200004578, 0.0004563331604003906)","(0.9652638957200144, 0.004974805391864544)"
4,0,4,"(0.9570977687835693, 0.00047013163566589355)","(0.9567606178969338, 0.014437705388399287)"
5,0,5,"(0.9754827320575714, 0.9784627556800842)","(0.9784383758987387, 0.942258931412986)"
6,0,6,"(0.9799662232398987, 0.0011078417301177979)","(0.9773617600550734, 0.011812252104947255)"
7,0,7,"(0.9764941334724426, 0.0008800029754638672)","(0.9608567389875131, 0.005404669593779706)"
8,0,8,"(0.024728596210479736, 0.0005677938461303711)","(0.8945262746677476, 0.00514385768126822)"
9,0,9,"(0.9753899872303009, 0.000583261251449585)","(0.9737305175851554, 0.04332862441059422)"
10,1,0,"(0.9753210842609406, 0.07042652368545532)","(0.9651044061263155, 0.3862178274830598)"
11,1,1,"(0.9778909981250763, 0.003070622682571411)","(0.9736616498531236, 0.008465195984237582)"
12,1,2,"(0.9719965159893036, 0.0009583830833435059)","(0.955978300036411, 0.005558951029263741)"
13,1,3,"(0.24906742572784424, 0.0005368292331695557)","(0.4255823820470059, 0.012143188327899346)"
14,1,4,"(0.9818778038024902, 0.014910668134689331)","(0.9686659392015705, 0.10689620799445133)"
15,1,5,"(0.9833732843399048, 0.0007260739803314209)","(0.9703592314615987, 0.00518990982183093)"
16,1,6,"(0.9789116084575653, 0.0036827027797698975)","(0.9755172028672864, 0.734542026422275)"
17,1,7,"(0.9778210520744324, 0.0004794895648956299)","(0.9771480056566756, 0.026100424049923177)"
18,1,8,"(0.9745175838470459, 0.0006161332130432129)","(0.9379601313719349, 0.006083611600333941)"
19,1,9,"(0.9802543818950653, 0.0006334483623504639)","(0.9744924417268753, 0.006008250064474154)"
20,2,0,"(0.9829370081424713, 0.0031647086143493652)","(0.9789965363351641, 0.006606696362224285)"
21,2,1,"(0.9613156318664551, 0.9136619567871094)","(0.9681130336432153, 0.8554633651308383)"
22,2,2,"(0.9829700887203217, 0.08740350604057312)","(0.9737890555086051, 0.1291574859432749)"
23,2,3,"(0.9735282957553864, 0.0016736090183258057)","(0.9719840470114569, 0.013930457160205786)"
24,2,4,"(0.9740222692489624, 0.0009032189846038818)","(0.9691676205657038, 0.005305441827538449)"
25,2,5,"(0.888940304517746, 0.9280826449394226)","(0.9693273387059691, 0.9559315199647275)"
